2014,이대형,KIA,126,505,461,149,1,75,41,35,57,21,0.365,0.323,0.372,0.401,0.773,0.35,1.25
2014,박해민,삼성,119,373,310,92,1,65,32,37,45,36,0.343,0.297,0.381,0.368,0.749,0.348,1.2
2014,강민호,롯데,98,360,310,71,16,37,40,33,92,1,0.267,0.229,0.325,0.442,0.767,0.332,1.01
2014,김태완,삼성,65,108,95,33,2,14,15,8,17,0,0.408,0.347,0.421,0.484,0.905,0.404,0.99
2014,지석훈,NC,114,238,212,58,6,26,34,16,46,1,0.323,0.274,0.34,0.462,0.802,0.352,0.97
2014,이진영,LG,119,468,412,134,6,53,66,45,48,4,0.349,0.325,0.384,0.422,0.806,0.356,0.9
2014,이호준,NC,122,500,424,115,23,59,78,67,104,2,0.305,0.271,0.371,0.481,0.852,0.369,0.88
2014,신종길,KIA,103,399,360,105,9,60,51,29,92,20,0.366,0.292,0.345,0.467,0.812,0.353,0.78
2014,로티노,넥센,79,247,216,66,2,30,22,29,22,2,0.332,0.306,0.389,0.417,0.806,0.358,0.74
2014,김재환,두산,52,96,85,26,3,12,13,11,12,1,0.329,0.306,0.385,0.482,0.867,0.375,0.62
2014,권희동,NC,101,252,221,63,7,39,36,25,43,6,0.324,0.285,0.363,0.443,0.806,0.353,0.62
2014,박동원,넥센,76,198,174,44,6,32,26,13,41,0,0.297,0.253,0.321,0.42,0.741,0.328,0.62
2014,김민우,KIA,87,210,167,42,3,34,15,36,46,7,0.331,0.251,0.387,0.365,0.752,0.349,0.62
2014,조쉬벨,LG,63,275,240,64,10,33,39,30,56,3,0.303,0.267,0.345,0.433,0.778,0.338,0.6
2014,스캇,SK,33,130,105,28,6,17,17,20,18,0,0.265,0.267,0.392,0.505,0.897,0.385,0.6
2014,한상훈,한화,76,203,175,50,1,23,21,24,40,3,0.366,0.286,0.372,0.36,0.732,0.338,0.57
2014,문우람,넥센,122,368,324,92,6,46,43,33,54,5,0.323,0.284,0.352,0.438,0.79,0.349,0.56
2014,손주인,LG,120,400,342,99,5,50,30,30,42,4,0.314,0.289,0.357,0.365,0.722,0.33,0.53
2014,문규현,롯데,77,275,235,66,2,33,27,26,30,5,0.312,0.281,0.35,0.374,0.724,0.326,0.5
2014,안태영,넥센,41,80,63,17,1,12,9,7,21,1,0.39,0.27,0.425,0.429,0.854,0.4,0.5
2014,조인성,한화,63,155,137,34,6,14,28,13,34,0,0.283,0.248,0.318,0.431,0.749,0.324,0.47
2014,현재윤,LG,14,16,15,8,0,3,2,1,3,0,0.667,0.533,0.563,0.667,1.23,0.539,0.41
2014,박계현,SK,62,144,129,44,0,23,13,8,24,7,0.407,0.341,0.371,0.411,0.782,0.347,0.39
2014,김헌곤,삼성,76,143,123,32,3,17,21,13,20,2,0.29,0.26,0.359,0.423,0.782,0.355,0.38
2014,정상호,SK,100,269,235,56,9,36,39,18,67,0,0.294,0.238,0.305,0.417,0.722,0.315,0.37
2014,장성우,롯데,43,99,84,23,1,10,8,12,19,0,0.333,0.274,0.364,0.357,0.721,0.33,0.3
2014,박기남,KIA,90,202,171,49,3,21,21,22,25,2,0.317,0.287,0.371,0.392,0.763,0.345,0.29
2014,정범모,한화,85,211,185,46,6,18,22,17,39,1,0.28,0.249,0.311,0.4,0.711,0.31,0.27
2014,박준태,KIA,32,55,42,11,0,6,2,8,18,2,0.458,0.262,0.436,0.262,0.698,0.364,0.25
2014,채은성,LG,62,197,159,44,1,18,15,21,36,5,0.341,0.277,0.387,0.377,0.764,0.355,0.24
2014,최주환,두산,82,211,189,53,4,38,30,14,25,1,0.302,0.28,0.333,0.418,0.751,0.33,0.23
2014,김회성,한화,59,162,140,33,6,21,18,14,44,0,0.297,0.236,0.321,0.436,0.757,0.331,0.23
2014,윤완주,KIA,5,3,2,2,0,0,0,1,0,0,1,1,1,1,2,0.849,0.17
2014,모창민,NC,122,468,419,110,16,62,72,37,82,14,0.289,0.263,0.32,0.413,0.733,0.319,0.17
2014,강경학,한화,41,103,86,19,1,11,7,13,28,0,0.316,0.221,0.337,0.349,0.686,0.321,0.17
2014,이지영,삼성,99,299,266,74,3,37,32,14,33,4,0.303,0.278,0.315,0.372,0.687,0.306,0.16
2014,박종윤,롯데,123,476,440,136,7,59,73,22,65,0,0.345,0.309,0.343,0.445,0.788,0.343,0.13
2014,용덕한,롯데,59,92,82,25,1,13,11,3,22,0,0.387,0.305,0.326,0.402,0.728,0.318,0.13
2014,이종욱,NC,124,495,438,126,6,73,79,40,60,15,0.313,0.288,0.343,0.411,0.754,0.332,0.13
2014,진갑용,삼성,11,17,17,7,0,2,4,0,1,0,0.438,0.412,0.412,0.412,0.824,0.375,0.12
2014,김준완,NC,6,5,4,2,0,1,0,1,1,1,0.667,0.5,0.6,0.5,1.1,0.509,0.11
2014,조동찬,삼성,31,87,74,20,1,8,6,10,21,5,0.358,0.27,0.36,0.365,0.725,0.331,0.1
2014,박용근,LG,27,25,19,4,0,8,0,6,6,1,0.308,0.211,0.4,0.316,0.716,0.344,0.1
2014,박찬도,삼성,28,8,8,4,0,8,3,0,2,6,0.667,0.5,0.5,0.5,1,0.455,0.08
2014,신현철,SK,59,74,64,17,1,10,3,8,16,1,0.34,0.266,0.347,0.359,0.706,0.322,0.08
2014,김상현,SK,42,87,80,21,5,8,20,5,22,1,0.296,0.263,0.31,0.513,0.823,0.346,0.08
2014,이창진,롯데,4,2,2,1,0,1,0,0,1,0,1,0.5,0.5,1,1.5,0.609,0.06
2014,이성열,넥센,96,291,256,66,14,46,39,24,80,2,0.319,0.258,0.341,0.461,0.802,0.349,0.06
2014,추승우,한화,9,10,6,1,0,3,0,4,2,0,0.25,0.167,0.5,0.167,0.667,0.381,0.06
2014,이종환,KIA,92,138,122,35,2,14,24,11,33,0,0.375,0.287,0.353,0.41,0.763,0.34,0.05
2014,나주환,SK,127,479,423,115,7,64,51,36,101,10,0.34,0.272,0.331,0.381,0.712,0.318,0.05
2014,이창열,한화,22,25,21,4,0,5,3,3,7,1,0.286,0.19,0.32,0.381,0.701,0.324,0.04
2014,이준수,한화,3,1,0,0,0,0,0,1,0,0,-,-,1,-,-,0.726,0.04
2014,홍성갑,넥센,2,2,2,1,0,0,1,0,1,0,1,0.5,0.5,0.5,1,0.455,0.03
2014,이희근,한화,6,14,13,3,0,2,2,0,6,0,0.429,0.231,0.286,0.385,0.671,0.314,0.03
2014,김지성,LG,13,7,6,1,0,2,1,1,4,0,0.5,0.167,0.286,0.5,0.786,0.352,0.03
2014,장성호,롯데,5,5,2,0,0,0,0,3,0,0,0,0,0.6,0,0.6,0.363,0.02
2014,최재원,NC,2,2,1,0,0,1,0,1,1,0,-,0,0.5,0,0.5,0.363,0.01
2014,마낙길,NC,2,2,1,0,0,1,0,1,0,0,0,0,0.5,0,0.5,0.363,0.01
2014,김사훈,롯데,4,3,3,1,0,0,1,0,1,0,0.5,0.333,0.333,0.333,0.666,0.303,0
2014,이흥련,삼성,88,155,132,30,1,21,17,14,24,1,0.271,0.227,0.325,0.295,0.62,0.296,0
2014,김응민,두산,11,12,10,2,0,0,3,0,1,0,0.222,0.2,0.333,0.2,0.533,0.291,-0.01
2014,허웅,SK,5,7,6,2,0,1,1,0,3,0,0.5,0.333,0.286,0.333,0.619,0.26,-0.02
2014,고영민,두산,52,108,94,27,1,18,7,11,18,1,0.338,0.287,0.355,0.34,0.695,0.319,-0.02
2014,최승준,LG,20,40,38,10,2,4,11,2,11,0,0.32,0.263,0.3,0.5,0.8,0.335,-0.02
2014,조영훈,NC,92,124,111,29,6,15,22,10,26,1,0.288,0.261,0.325,0.459,0.784,0.337,-0.02
2014,하준호,롯데,31,88,73,17,1,18,11,8,29,1,0.372,0.233,0.356,0.342,0.698,0.331,-0.02
2014,이시찬,한화,45,119,105,30,0,14,9,10,19,4,0.345,0.286,0.345,0.324,0.669,0.309,-0.03
2014,김다원,KIA,86,210,189,51,5,21,17,12,53,2,0.348,0.27,0.329,0.429,0.758,0.333,-0.03
2014,이대수,한화,9,17,14,3,0,1,2,2,3,0,0.273,0.214,0.353,0.214,0.567,0.295,-0.03
2014,김태우,NC,4,5,5,1,0,0,0,0,3,0,0.5,0.2,0.2,0.4,0.6,0.244,-0.03
2014,박명환,NC,2,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,노수광,한화,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,강지광,넥센,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,백정현,삼성,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,송승준,롯데,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,장원준,롯데,1,1,1,0,0,0,0,0,1,0,-,0,0,0,0,0,-0.03
2014,신윤호,SK,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03
2014,임익준,한화,6,10,10,3,0,2,0,0,3,0,0.429,0.3,0.3,0.3,0.6,0.273,-0.04
2014,김태완,한화,89,214,186,48,7,26,39,24,51,0,0.318,0.258,0.35,0.414,0.764,0.338,-0.04
2014,손용석,롯데,3,4,4,1,0,1,0,0,1,0,0.333,0.25,0.25,0.25,0.5,0.228,-0.04
2014,고도현,롯데,4,7,7,2,0,0,1,0,2,0,0.4,0.286,0.286,0.286,0.572,0.26,-0.05
2014,오승택,롯데,57,50,45,11,1,10,5,5,18,2,0.385,0.244,0.32,0.378,0.698,0.31,-0.05
2014,박경수,LG,87,201,162,37,2,33,19,25,33,7,0.269,0.228,0.344,0.315,0.659,0.311,-0.05
2014,조인성,SK,12,31,28,4,1,2,7,1,6,0,0.136,0.143,0.167,0.25,0.417,0.177,-0.05
2014,이성곤,두산,4,8,8,2,0,1,0,0,4,0,0.5,0.25,0.25,0.375,0.625,0.266,-0.06
2014,허도환,넥센,93,220,182,40,2,18,12,20,52,0,0.295,0.22,0.322,0.297,0.619,0.294,-0.06
2014,이정식,삼성,7,5,4,0,0,0,0,1,1,0,0,0,0.2,0,0.2,0.145,-0.07
2014,문선엽,삼성,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.07
2014,박노민,한화,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07
2014,조평호,NC,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07
2014,박준혁,한화,2,2,2,0,0,0,0,0,2,0,-,0,0,0,0,0,-0.07
2014,오장훈,두산,1,5,5,1,0,0,0,0,3,0,0.5,0.2,0.2,0.2,0.4,0.182,-0.08
2014,김재현,삼성,8,8,7,1,0,0,1,0,4,0,0.333,0.143,0.25,0.143,0.393,0.218,-0.08
2014,유재신,넥센,23,2,2,0,0,8,0,0,0,6,0,0,0,0,0,0,-0.08
2014,조성우,SK,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.08
2014,황동채,롯데,12,5,5,1,0,0,0,0,1,0,0.25,0.2,0.2,0.2,0.4,0.182,-0.09
2014,조윤준,LG,5,9,7,1,0,1,0,1,1,0,0.167,0.143,0.25,0.143,0.393,0.205,-0.09
2014,백민기,롯데,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.09
2014,강민국,NC,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
2014,정현,삼성,5,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.1
2014,한동민,SK,67,163,143,36,3,17,24,11,53,0,0.371,0.252,0.323,0.427,0.75,0.331,-0.11
2014,박헌도,넥센,47,113,94,23,4,12,14,9,19,2,0.257,0.245,0.327,0.394,0.721,0.321,-0.11
2014,임종혁,롯데,21,25,18,4,0,3,1,5,8,2,0.4,0.222,0.417,0.222,0.639,0.338,-0.11
2014,허준,NC,28,36,29,5,0,2,1,5,10,0,0.263,0.172,0.294,0.276,0.57,0.268,-0.11
2014,황목치승,LG,37,51,46,14,0,11,3,1,9,2,0.378,0.304,0.319,0.348,0.667,0.304,-0.12
2014,김상훈,KIA,9,12,10,1,0,0,0,2,3,0,0.143,0.1,0.25,0.1,0.35,0.197,-0.12
2014,김선빈,KIA,33,98,93,27,0,7,9,3,10,2,0.325,0.29,0.313,0.333,0.646,0.292,-0.13
2014,양종민,두산,5,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.13
2014,최영진,두산,4,7,7,1,0,1,1,0,1,0,0.167,0.143,0.143,0.143,0.286,0.13,-0.14
2014,강명구,삼성,21,4,4,0,0,8,0,0,3,3,0,0,0,0,0,0,-0.14
2014,조홍석,롯데,2,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,-0.14
2014,김성욱,NC,26,26,23,4,1,6,1,3,9,1,0.231,0.174,0.269,0.348,0.617,0.272,-0.15
2014,박윤,SK,6,15,15,4,0,0,2,0,5,0,0.4,0.267,0.267,0.267,0.534,0.243,-0.16
2014,신본기,롯데,63,130,113,26,4,20,13,5,25,1,0.256,0.23,0.282,0.407,0.689,0.3,-0.16
2014,황진수,롯데,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.16
2014,김하성,넥센,60,59,48,9,2,17,7,8,13,4,0.206,0.188,0.298,0.396,0.694,0.305,-0.17
2014,오윤,넥센,6,7,6,0,0,1,0,1,3,0,0,0,0.143,0,0.143,0.104,-0.17
2014,김정혁,삼성,2,5,5,0,0,2,0,0,1,0,0,0,0,0,0,0,-0.17
2014,노진혁,NC,25,16,16,3,1,3,2,0,7,0,0.25,0.188,0.188,0.375,0.563,0.231,-0.18
2014,김재호,두산,122,421,341,86,3,50,54,54,59,2,0.286,0.252,0.348,0.326,0.674,0.312,-0.19
2014,이영욱,삼성,40,64,53,11,0,16,6,7,16,6,0.297,0.208,0.323,0.264,0.587,0.285,-0.19
2014,김지수,넥센,28,29,23,4,0,2,3,4,2,1,0.19,0.174,0.296,0.174,0.47,0.242,-0.19
2014,임태준,넥센,17,14,12,1,0,1,0,2,6,0,0.167,0.083,0.214,0.083,0.297,0.169,-0.19
2014,김주현,롯데,9,12,12,2,0,2,1,0,4,0,0.25,0.167,0.167,0.25,0.417,0.177,-0.2
2014,조성환,롯데,6,8,7,0,0,1,0,1,2,0,0,0,0.125,0,0.125,0.091,-0.2
2014,김재현,SK,60,28,25,5,0,12,6,0,10,8,0.313,0.2,0.25,0.24,0.49,0.233,-0.21
2014,김원섭,KIA,44,101,80,18,0,21,13,17,13,2,0.261,0.225,0.354,0.3,0.654,0.311,-0.22
2014,엄태용,한화,17,17,17,3,0,2,2,0,5,0,0.25,0.176,0.176,0.235,0.411,0.179,-0.22
2014,문선재,LG,22,24,20,3,0,4,4,3,5,3,0.188,0.15,0.25,0.2,0.45,0.217,-0.22
2014,박진만,SK,19,35,32,8,0,3,2,2,8,0,0.333,0.25,0.294,0.281,0.575,0.266,-0.23
2014,안정광,SK,15,31,28,6,0,4,4,3,9,1,0.316,0.214,0.29,0.25,0.54,0.256,-0.24
2014,김대우,롯데,18,26,25,6,0,0,2,1,12,1,0.462,0.24,0.269,0.24,0.509,0.238,-0.25
2014,이승재,NC,12,11,11,1,0,1,3,0,3,0,0.125,0.091,0.091,0.091,0.182,0.083,-0.25
2014,백상원,삼성,31,26,22,4,0,7,2,3,3,0,0.2,0.182,0.269,0.182,0.451,0.224,-0.26
2014,송주호,한화,17,26,22,3,0,5,2,4,7,1,0.2,0.136,0.269,0.136,0.405,0.217,-0.26
2014,전현태,한화,10,11,10,1,0,2,0,0,3,0,0.143,0.1,0.1,0.1,0.2,0.091,-0.26
2014,이대수,SK,6,11,11,1,0,0,0,0,2,0,0.111,0.091,0.091,0.091,0.182,0.083,-0.26
2014,김민하,롯데,54,98,94,25,2,23,8,2,34,3,0.397,0.266,0.289,0.415,0.704,0.303,-0.28
2014,우동균,삼성,30,43,39,9,0,2,7,4,8,0,0.29,0.231,0.302,0.256,0.558,0.265,-0.28
2014,김주형,KIA,64,176,151,37,7,16,26,17,19,0,0.236,0.245,0.326,0.411,0.737,0.323,-0.29
2014,박정준,NC,39,60,54,13,1,8,5,5,9,0,0.273,0.241,0.305,0.315,0.62,0.284,-0.29
2014,이현곤,NC,7,12,11,1,0,0,0,0,3,0,0.125,0.091,0.091,0.091,0.182,0.083,-0.29
2014,김도현,SK,7,13,12,1,0,0,0,0,3,0,0.111,0.083,0.154,0.083,0.237,0.134,-0.29
2014,김재민,LG,38,18,16,1,0,0,0,2,4,0,0.083,0.063,0.167,0.063,0.23,0.131,-0.29
2014,이상훈,삼성,10,11,10,0,0,0,0,1,2,0,0,0,0.091,0,0.091,0.066,-0.29
2014,김진형,두산,28,42,38,9,0,5,5,3,7,0,0.29,0.237,0.293,0.263,0.556,0.26,-0.3
2014,박준서,롯데,74,118,99,23,0,9,13,14,24,0,0.295,0.232,0.325,0.343,0.668,0.3,-0.3
2014,고종욱,넥센,8,14,12,0,0,2,0,2,4,1,0,0,0.143,0,0.143,0.104,-0.32
2014,스나이더,LG,37,113,100,21,4,17,17,9,31,0,0.258,0.21,0.292,0.4,0.692,0.302,-0.33
2014,김광연,KIA,8,10,10,0,0,0,1,0,3,0,0,0,0,0,0,0,-0.34
2014,권용관,LG,8,21,17,2,0,0,2,1,5,0,0.154,0.118,0.158,0.176,0.334,0.15,-0.35
2014,최진행,한화,99,328,299,78,12,32,45,23,79,1,0.313,0.261,0.317,0.435,0.752,0.325,-0.36
2014,오재일,두산,75,155,132,32,3,10,18,20,39,1,0.315,0.242,0.342,0.364,0.706,0.319,-0.37
2014,장운호,한화,39,70,64,17,1,7,7,1,10,1,0.302,0.266,0.288,0.328,0.616,0.277,-0.38
2014,박재상,SK,38,77,63,12,1,9,6,9,13,2,0.224,0.19,0.311,0.302,0.613,0.285,-0.41
2014,최재훈,두산,48,125,112,27,1,9,10,5,22,0,0.286,0.241,0.287,0.313,0.6,0.274,-0.42
2014,임재철,LG,53,76,66,16,0,13,3,5,16,0,0.32,0.242,0.306,0.258,0.564,0.269,-0.43
2014,이원석,두산,79,255,231,58,5,29,25,19,53,0,0.301,0.251,0.307,0.368,0.675,0.301,-0.44
2014,오정복,NC,47,79,69,16,0,9,7,7,9,1,0.258,0.232,0.304,0.29,0.594,0.275,-0.44
2014,박찬호,KIA,17,23,22,2,0,3,0,1,10,0,0.167,0.091,0.13,0.136,0.266,0.124,-0.44
2014,홍명찬,SK,10,16,16,1,0,0,1,0,3,0,0.077,0.063,0.063,0.063,0.126,0.057,-0.44
2014,정현석,한화,53,118,102,23,3,15,6,11,21,0,0.256,0.225,0.319,0.343,0.662,0.304,-0.45
2014,박기혁,롯데,22,63,51,8,0,8,2,10,11,0,0.2,0.157,0.295,0.196,0.491,0.248,-0.45
2014,윤요섭,LG,27,74,68,15,0,4,2,2,15,0,0.278,0.221,0.25,0.279,0.529,0.239,-0.46
2014,허경민,두산,105,233,198,49,0,33,10,21,21,6,0.274,0.247,0.335,0.298,0.633,0.3,-0.47
2014,백용환,KIA,47,86,79,14,4,8,10,5,28,0,0.213,0.177,0.226,0.354,0.58,0.248,-0.48
2014,윤석민,넥센,99,307,281,75,10,30,43,18,47,0,0.288,0.267,0.314,0.416,0.73,0.318,-0.49
2014,고장혁,KIA,21,27,24,2,0,4,1,1,6,0,0.105,0.083,0.148,0.125,0.273,0.137,-0.49
2014,이용규,한화,104,418,358,103,0,62,20,52,46,12,0.329,0.288,0.385,0.344,0.729,0.343,-0.51
2014,이우민,롯데,44,103,80,18,0,14,10,14,22,0,0.305,0.225,0.351,0.225,0.576,0.291,-0.51
2014,서동욱,넥센,38,41,34,5,0,2,0,3,12,1,0.227,0.147,0.237,0.176,0.413,0.207,-0.51
2014,정의윤,LG,97,292,261,69,7,29,38,21,40,5,0.286,0.264,0.328,0.398,0.726,0.32,-0.55
2014,이양기,한화,45,139,125,33,0,13,6,10,19,1,0.308,0.264,0.326,0.304,0.63,0.294,-0.55
2014,이상호,NC,96,54,51,11,1,30,5,2,10,11,0.244,0.216,0.241,0.314,0.555,0.241,-0.56
2014,강한울,KIA,93,224,208,55,0,32,14,8,44,4,0.333,0.264,0.294,0.327,0.621,0.282,-0.65
2014,박건우,두산,47,66,61,11,0,7,3,4,13,1,0.229,0.18,0.231,0.279,0.51,0.23,-0.66
2014,장민석,두산,45,75,70,14,0,16,8,3,16,5,0.259,0.2,0.243,0.286,0.529,0.241,-0.68
2014,이성우,KIA,63,134,124,29,1,11,9,3,18,1,0.267,0.234,0.258,0.282,0.54,0.244,-0.71
2014,김태군,NC,109,322,294,77,0,28,23,12,47,0,0.308,0.262,0.297,0.306,0.603,0.275,-0.79
2014,백창수,LG,51,96,84,17,1,15,10,10,17,3,0.239,0.202,0.284,0.262,0.546,0.256,-0.86
2014,김문호,롯데,71,222,192,41,2,28,27,19,51,4,0.281,0.214,0.301,0.333,0.634,0.292,-0.89
2014,차일목,KIA,94,224,185,35,2,17,18,24,28,0,0.21,0.189,0.286,0.254,0.54,0.257,-1.07
2014,조정원,한화,20,58,56,7,0,2,6,0,10,0,0.149,0.125,0.123,0.179,0.302,0.132,-1.07
2014,김용의,LG,103,208,183,44,0,31,21,19,46,9,0.319,0.24,0.317,0.29,0.607,0.285,-1.08
2014,김민수,한화,35,78,74,11,0,5,5,3,21,0,0.208,0.149,0.182,0.162,0.344,0.162,-1.09
2014,이태원,NC,61,69,66,8,0,5,4,2,20,0,0.174,0.121,0.147,0.152,0.299,0.137,-1.14
2014,김종호,NC,113,347,317,83,2,58,25,19,55,22,0.312,0.262,0.316,0.341,0.657,0.301,-1.16
2014,정형식,삼성,52,121,106,18,1,9,6,12,24,4,0.207,0.17,0.258,0.217,0.475,0.229,-1.16
2014,최경철,LG,117,334,290,62,4,36,39,22,67,4,0.264,0.214,0.28,0.293,0.573,0.264,-1.22
2014,조동화,SK,125,522,443,116,2,74,52,43,72,37,0.306,0.262,0.33,0.325,0.655,0.303,-1.23
2014,고동진,한화,73,213,187,45,1,21,14,18,35,0,0.286,0.241,0.31,0.283,0.593,0.277,-1.31
2014,이병규,LG,62,207,195,49,2,23,25,8,21,1,0.273,0.251,0.288,0.313,0.601,0.272,-1.51
